1,2204
1,2200
1,2176
1,2204
1,2204
1,2176
1,2208
1,2204
1,2200
1,2204
1,2236
1,2204
1,2180
1,2180
1,2236
1,2244
1,2248
1,2176
1,2204
1,2180
1,2196
1,2184
1,2240
1,2176
1,2180
1,2240
1,2232
1,2180
1,2184
1,2196 
1,2200
1,2184
1,2236
1,2184
1,2176
1,2204
1,2204 
1,2176
1,2180
1,2264 
1,2200
1,2180
1,2148
1,2200
1,2180
1,2184
1,2180
1,2204
1,2208
1,2236
1,2204
1,2204
1,2180
1,2208
1,2200
1,2208
1,2236
1,2148
1,2204
1,2204
1,2180
1,2144
1,2204
1,2236
1,2180
1,2240
1,2172
1,2204
1,2184
1,2184 
1,2196
1,2244
1,2180
1,2232
1,2200
1,2204
1,2184
1,2268
1,2200
1,2248
1,2184
1,2196
1,2240
1,2240
1,2176
1,2228
1,2204
1,2196
1,2140
1,2204
1,2196
1,2184
1,2244
1,2240
1,2192
1,2180
1,2200
1,2240
1,2204
1,2176
1,2212
1,2204
1,2176
1,2184
1,2204
1,2176
1,2180
1,2244
1,2184 
1,2204
1,2204
1,2260
1,2180
1,2204
1,2172
1,2204
1,2204
1,2184
1,2172
1,2184
1,2240
1,2172
1,2208
1,2196
1,2184
1,2180
1,2264
1,2176
1,2184
1,2240
1,2196
1,2180
1,2184
1,2172
1,2176
1,2204
1,2204
1,2196
1,2184
1,2240
1,2204 
1,2176
1,2176
1,2204
1,2196
1,2188
1,2204
1,2204
1,2184
1,2184
1,2204
1,2200
1,2176
1,2188
1,2204
1,2188
1,2180
1,2292
1,2264
1,2180
1,2172
1,2200
1,2200
1,2180
1,2180
1,2232
1,2144
1,2204
1,2200
1,2180
1,2244
1,2236
1,2176
1,2184
1,2204
1,2200
1,2184
1,2172
1,2240
1,2204
1,2180
1,2180
1,2208
1,2200
1,2180
1,2264
1,2196
1,2180
1,2176
1,2208
1,2188
1,2180
1,2172
1,2204
1,2180
1,2232
1,2180
1,2200
1,2240
1,2176
1,2236
1,2204
1,2180
1,2188
1,2236
1,2208
1,2180
1,2188
1,2232
1,2204 
1,2172
1,2240
1,2240
1,2184
1,2176
1,2204
1,2204
1,2180
1,2184
1,2296
1,2244
1,2172
1,2204
1,2208
1,2236
1,2180
1,2256
1,2208
1,2216
1,2184
1,2196
1,2204
1,2180
1,2212
1,2200
1,2180
1,2180
1,2232
1,2244
1,2184
1,2204
1,2244
1,2200
1,2180
1,2180
1,2300
1,2184
1,2172
1,2180 
1,2204
1,2208
1,2176
1,2180
1,2300
1,2188
1,2180
1,2200
1,2204
1,2180
1,2176
1,2236
1,2184
1,2184
1,2256
1,2204
1,2204
1,2236
1,2180
1,2208
1,2176
1,2228
1,2204
1,2200
1,2176
1,2180
1,2204
1,2200
1,2180
1,2144
1,2236
1,2184
1,2176
1,2208
1,2204
1,2196
1,2180
1,2204
1,2180
1,2204
1,2200
1,2204
1,2204
1,2236
1,2176
1,2176
1,2204
1,2184
1,2172
1,2184
1,2264
1,2204 
1,2184
1,2172
1,2204 
1,2204
1,2180
1,2256 
1,2244
1,2180
1,2168
1,2144
1,2204
1,2176
1,2180
1,2240
1,2204
1,2240
1,2148
1,2200
1,2208
1,2176
1,2244
1,2208
1,2188
1,2180
1,2204
1,2180
1,2180
1,2180
1,2236
1,2240
1,2184
1,2240
1,2200
1,2184
1,2180
1,2244
1,2240
1,2204
1,2184
1,2232
1,2204
1,2180
1,2180
1,2260
1,2204
1,2184
1,2176
1,2204
1,2184
1,2184
1,2144
1,2204
1,2180
1,2184
1,2236
1,2204
1,2180
1,2200
1,2196
1,2244
1,2204
1,2196
1,2208
1,2176
1,2244
1,2140
1,2204
1,2180
1,2184
1,2204
1,2200
1,2184
1,2240
1,2200
1,2240
1,2176
1,2204
1,2176
1,2200
1,2180
1,2184
1,2180
1,2180
1,2208
1,2200
1,2184
1,2180
1,2200
1,2188
1,2184
1,2240 
1,2200
1,2204
1,2184
1,2236
1,2204
1,2180
1,2180
1,2204
1,2204
1,2176
1,2144
1,2204
1,2176
1,2184
1,2176
1,2248
1,2176
1,2180
1,2180
1,2244
1,2180
1,2212
1,2244
1,2172
1,2168
1,2208
1,2180
1,2176
1,2144
1,2200
1,2184
1,2180
1,2264
1,2204
1,2204
1,2176
1,2204
1,2180
1,2176
1,2268
1,2204
1,2176
1,2208
1,2184
1,2196
1,2180
1,2184
1,2240
1,2208
1,2196
1,2184
1,2244
1,2176
1,2184
1,2240
1,2236
1,2248
1,2184
1,2200
1,2236
1,2184
1,2176
1,2220
1,2180
1,2180
1,2176
1,2300
1,2244
1,2180
